dataset,seed,frac,method,acc,precision,recall,f1,n_tuned,train_time_s,infer_ms
Adult,0,1.0,RF,0.855897,0.819821,0.754989,0.779126,89572,0.39,0.0058
Adult,0,1.0,LinearProbe,0.853931,0.807667,0.766992,0.783849,258,1.17,0.0109
Adult,0,1.0,BitFit,0.854177,0.808598,0.766255,0.783674,898,3.11,0.0101
Adult,0,1.0,SSF,0.851474,0.796133,0.785138,0.790360,2008,5.54,0.0178
Adult,0,1.0,Adapter,0.851351,0.796585,0.782543,0.789117,4240,2.49,0.0117
Adult,0,1.0,LoRA,0.853808,0.808233,0.765295,0.782902,7608,2.88,0.0113
Adult,0,1.0,LFW(ours),0.852334,0.797916,0.784264,0.790670,108,3.22,0.0109
Adult,0,1.0,FFT,0.854668,0.808142,0.769450,0.785649,220290,7.73,0.0102
Adult,1,0.05,ZeroShot,0.845332,0.785056,0.790814,0.787853,0,0.00,0.0103
Adult,1,0.05,VarFilter,0.846314,0.786060,0.795409,0.790519,0,0.00,0.0113
Adult,1,0.05,MIFilter,0.824693,0.760686,0.802265,0.776137,0,0.00,0.0110
Adult,1,0.05,LR,0.837838,0.814806,0.698091,0.729322,109,0.00,0.0001
Adult,1,0.05,SVM,0.831572,0.805016,0.685908,0.715977,18857,0.01,0.0223
Adult,1,0.05,RF,0.831941,0.805962,0.686329,0.716523,7394,0.25,0.0060
Adult,1,0.05,LinearProbe,0.847912,0.789385,0.788552,0.788967,258,0.11,0.0104
Adult,1,0.05,BitFit,0.846437,0.786829,0.790101,0.788439,898,0.14,0.0102
Adult,1,0.05,SSF,0.851597,0.804153,0.763309,0.780167,2008,0.21,0.0167
Adult,1,0.05,Adapter,0.852948,0.805839,0.766169,0.782664,4240,0.12,0.0116
Adult,1,0.05,LoRA,0.848649,0.790410,0.789574,0.789990,7608,0.25,0.0110
Adult,1,0.05,LFW(ours),0.848894,0.795417,0.770878,0.781790,108,0.32,0.0116
Adult,1,0.05,FFT,0.848526,0.790224,0.789493,0.789857,220290,0.56,0.0108
Adult,1,0.1,ZeroShot,0.845332,0.785056,0.790814,0.787853,0,0.00,0.0103
Adult,1,0.1,VarFilter,0.845577,0.785153,0.793489,0.789149,0,0.00,0.0115
Adult,1,0.1,MIFilter,0.844103,0.783200,0.791088,0.786988,0,0.00,0.0112
Adult,1,0.1,LR,0.845086,0.816805,0.720076,0.749945,109,0.01,0.0002
Adult,1,0.1,SVM,0.843489,0.823803,0.708615,0.740768,34989,0.02,0.0421
Adult,1,0.1,RF,0.843120,0.816923,0.713402,0.744005,13318,0.25,0.0061
Adult,1,0.1,LinearProbe,0.853071,0.809137,0.760323,0.779777,258,0.25,0.0111
Adult,1,0.1,BitFit,0.851597,0.799009,0.776059,0.786365,898,0.36,0.0108
Adult,1,0.1,SSF,0.852826,0.820005,0.743461,0.770252,2008,0.49,0.0169
Adult,1,0.1,Adapter,0.850860,0.808697,0.751692,0.773459,4240,0.17,0.0119
Adult,1,0.1,LoRA,0.850491,0.799715,0.767973,0.781632,7608,0.51,0.0106
Adult,1,0.1,LFW(ours),0.850737,0.815987,0.740836,0.767152,108,0.62,0.0108
Adult,1,0.1,FFT,0.852457,0.801490,0.773929,0.786049,220290,1.05,0.0105
Adult,1,0.2,ZeroShot,0.845332,0.785056,0.790814,0.787853,0,0.00,0.0103
Adult,1,0.2,VarFilter,0.846560,0.786407,0.795569,0.790781,0,0.00,0.0110
Adult,1,0.2,MIFilter,0.846560,0.787693,0.785513,0.786592,0,0.00,0.0110
Adult,1,0.2,LR,0.850983,0.818506,0.738663,0.766026,109,0.01,0.0002
Adult,1,0.2,SVM,0.848280,0.813950,0.734379,0.761450,62566,0.05,0.0751
Adult,1,0.2,RF,0.850369,0.817446,0.737722,0.765007,23458,0.27,0.0060
Adult,1,0.2,LinearProbe,0.855160,0.805541,0.777853,0.790052,258,0.55,0.0107
Adult,1,0.2,BitFit,0.852948,0.802796,0.773173,0.786081,898,1.20,0.0111
Adult,1,0.2,SSF,0.838084,0.775176,0.805285,0.787749,2008,0.67,0.0163
Adult,1,0.2,Adapter,0.848157,0.790982,0.782248,0.786436,4240,0.50,0.0119
Adult,1,0.2,LoRA,0.853563,0.803420,0.774832,0.787357,7608,0.77,0.0108
Adult,1,0.2,LFW(ours),0.853808,0.801955,0.780201,0.790040,108,0.79,0.0108
Adult,1,0.2,FFT,0.853071,0.801925,0.776127,0.787571,220290,1.89,0.0111
Adult,1,0.5,ZeroShot,0.845332,0.785056,0.790814,0.787853,0,0.00,0.0103
Adult,1,0.5,VarFilter,0.846314,0.786077,0.795229,0.790446,0,0.00,0.0109
Adult,1,0.5,MIFilter,0.841646,0.780431,0.781937,0.781178,0,0.00,0.0108
Adult,1,0.5,LR,0.855774,0.819673,0.754729,0.778888,109,0.01,0.0002
Adult,1,0.5,SVM,0.853686,0.816617,0.751028,0.775237,141155,0.27,0.1698
Adult,1,0.5,RF,0.858477,0.825060,0.757576,0.782548,50084,0.31,0.0072
Adult,1,0.5,LinearProbe,0.857002,0.813088,0.770260,0.787910,258,2.05,0.0105
Adult,1,0.5,BitFit,0.845332,0.785056,0.790814,0.787853,898,0.78,0.0110
Adult,1,0.5,SSF,0.850860,0.792030,0.802874,0.797169,2008,2.26,0.0164
Adult,1,0.5,Adapter,0.853808,0.808142,0.765475,0.782992,4240,0.88,0.0114
Adult,1,0.5,LoRA,0.854300,0.803719,0.778008,0.789430,7608,2.90,0.0106
Adult,1,0.5,LFW(ours),0.852580,0.797475,0.787658,0.792348,108,1.72,0.0111
Adult,1,0.5,FFT,0.855774,0.807941,0.775202,0.789305,220290,5.69,0.0108
Adult,1,1.0,ZeroShot,0.845332,0.785056,0.790814,0.787853,0,0.00,0.0104
Adult,1,1.0,VarFilter,0.847052,0.787119,0.795712,0.791234,0,0.00,0.0106
Adult,1,1.0,MIFilter,0.837715,0.774327,0.794628,0.783371,0,0.00,0.0108
Adult,1,1.0,LR,0.856143,0.817614,0.759101,0.781531,109,0.04,0.0002
Adult,1,1.0,SVM,0.856880,0.818267,0.761020,0.783122,266396,1.31,0.3304
Adult,1,1.0,RF,0.863268,0.829983,0.768615,0.792170,90862,0.40,0.0058
Adult,1,1.0,LinearProbe,0.845700,0.785647,0.790517,0.788024,258,1.01,0.0118
Adult,1,1.0,BitFit,0.852334,0.800873,0.774926,0.786421,898,1.74,0.0109
Adult,1,1.0,SSF,0.850123,0.791458,0.798261,0.794749,2008,5.61,0.0176
Adult,1,1.0,Adapter,0.855528,0.810629,0.768397,0.785813,4240,1.60,0.0135
Adult,1,1.0,LoRA,0.857002,0.809214,0.778341,0.791770,7608,7.85,0.0140
Adult,1,1.0,LFW(ours),0.853440,0.804284,0.772058,0.785938,108,14.68,0.0151
Adult,1,1.0,FFT,0.858845,0.811539,0.782062,0.794987,220290,16.13,0.0135
Adult,2,0.05,ZeroShot,0.849877,0.791148,0.797741,0.794340,0,0.00,0.0111
Adult,2,0.05,VarFilter,0.849877,0.790910,0.799716,0.795127,0,0.00,0.0129
Adult,2,0.05,MIFilter,0.846314,0.786452,0.791637,0.788979,0,0.00,0.0122
Adult,2,0.05,LR,0.827396,0.779380,0.698618,0.723681,109,0.00,0.0001
Adult,2,0.05,SVM,0.834152,0.780958,0.727106,0.747196,17440,0.01,0.0208
Adult,2,0.05,RF,0.830590,0.796876,0.689934,0.718754,6738,0.25,0.0060
Adult,2,0.05,LinearProbe,0.853563,0.800219,0.784171,0.791622,258,0.30,0.0113
Adult,2,0.05,BitFit,0.849877,0.791148,0.797741,0.794340,898,0.14,0.0110
Adult,2,0.05,SSF,0.851966,0.796886,0.785639,0.790975,2008,0.27,0.0181
Adult,2,0.05,Adapter,0.854791,0.808906,0.768453,0.785255,4240,0.14,0.0128
Adult,2,0.05,LoRA,0.852334,0.797440,0.786060,0.791456,7608,0.42,0.0114
Adult,2,0.05,LFW(ours),0.849140,0.796464,0.769243,0.781196,108,0.39,0.0110
Adult,2,0.05,FFT,0.850123,0.793830,0.784792,0.789122,220290,1.04,0.0112
Adult,2,0.1,ZeroShot,0.849877,0.791148,0.797741,0.794340,0,0.00,0.0119
Adult,2,0.1,VarFilter,0.849877,0.790910,0.799716,0.795127,0,0.00,0.0118
Adult,2,0.1,MIFilter,0.838698,0.775674,0.788806,0.781787,0,0.00,0.0115
Adult,2,0.1,LR,0.838084,0.807185,0.705794,0.735323,109,0.00,0.0003
Adult,2,0.1,SVM,0.840172,0.810856,0.709317,0.739194,34226,0.02,0.0414
Adult,2,0.1,RF,0.838821,0.821372,0.696041,0.728271,13010,0.27,0.0060
Adult,2,0.1,LinearProbe,0.856020,0.816873,0.759739,0.781772,258,0.25,0.0114
Adult,2,0.1,BitFit,0.854054,0.803017,0.778566,0.789490,898,0.34,0.0113
Adult,2,0.1,SSF,0.855037,0.806643,0.774540,0.788399,2008,0.33,0.0179
Adult,2,0.1,Adapter,0.854423,0.830551,0.737502,0.767841,4240,0.18,0.0123
Adult,2,0.1,LoRA,0.855037,0.803119,0.783879,0.792689,7608,0.44,0.0115
Adult,2,0.1,LFW(ours),0.849631,0.792442,0.787344,0.789832,108,0.47,0.0119
Adult,2,0.1,FFT,0.852580,0.797043,0.789453,0.793117,220290,0.95,0.0106
Adult,2,0.2,ZeroShot,0.849877,0.791148,0.797741,0.794340,0,0.00,0.0114
Adult,2,0.2,VarFilter,0.849877,0.790910,0.799716,0.795127,0,0.00,0.0107
Adult,2,0.2,MIFilter,0.841400,0.779212,0.793449,0.785807,0,0.00,0.0109
Adult,2,0.2,LR,0.844349,0.813765,0.720671,0.749855,109,0.01,0.0002
Adult,2,0.2,SVM,0.845209,0.811437,0.726263,0.754146,60604,0.05,0.0733
Adult,2,0.2,RF,0.849509,0.826207,0.725665,0.756727,23838,0.27,0.0074
Adult,2,0.2,LinearProbe,0.857125,0.816292,0.765132,0.785443,258,0.32,0.0117
Adult,2,0.2,BitFit,0.854791,0.805589,0.775816,0.788804,898,0.50,0.0115
Adult,2,0.2,SSF,0.852211,0.800023,0.776641,0.787124,2008,1.57,0.0178
Adult,2,0.2,Adapter,0.854791,0.802994,0.782820,0.792017,4240,0.33,0.0127
Adult,2,0.2,LoRA,0.854423,0.813440,0.758694,0.779972,7608,0.84,0.0112
Adult,2,0.2,LFW(ours),0.851843,0.807610,0.757723,0.777462,108,1.75,0.0122
Adult,2,0.2,FFT,0.855405,0.806203,0.777475,0.790074,220290,1.80,0.0113
Adult,2,0.5,ZeroShot,0.849877,0.791148,0.797741,0.794340,0,0.00,0.0114
Adult,2,0.5,VarFilter,0.849877,0.790910,0.799716,0.795127,0,0.00,0.0120
Adult,2,0.5,MIFilter,0.847912,0.788660,0.793581,0.791062,0,0.00,0.0114
Adult,2,0.5,LR,0.848894,0.805357,0.748969,0.770473,109,0.01,0.0003
Adult,2,0.5,SVM,0.849140,0.807787,0.746076,0.769026,132980,0.29,0.1606
Adult,2,0.5,RF,0.853563,0.816210,0.751127,0.775198,49888,0.32,0.0060
Adult,2,0.5,LinearProbe,0.849631,0.790727,0.798119,0.794291,258,0.55,0.0111
Adult,2,0.5,BitFit,0.849877,0.791148,0.797741,0.794340,898,0.88,0.0109
Adult,2,0.5,SSF,0.853563,0.801467,0.780220,0.789850,2008,1.62,0.0180
Adult,2,0.5,Adapter,0.849877,0.797209,0.771342,0.782782,4240,1.14,0.0130
Adult,2,0.5,LoRA,0.849877,0.791148,0.797741,0.794340,7608,1.47,0.0115
Adult,2,0.5,LFW(ours),0.849877,0.791148,0.797741,0.794340,108,1.79,0.0122
Adult,2,0.5,FFT,0.857371,0.811717,0.774631,0.790323,220290,4.92,0.0113
Adult,2,1.0,ZeroShot,0.849877,0.791148,0.797741,0.794340,0,0.00,0.0125
Adult,2,1.0,VarFilter,0.849631,0.790748,0.797939,0.794220,0,0.00,0.0114
Adult,2,1.0,MIFilter,0.843243,0.781720,0.794476,0.787684,0,0.00,0.0118
Adult,2,1.0,LR,0.850983,0.809297,0.751234,0.773299,109,0.03,0.0002
Adult,2,1.0,SVM,0.849877,0.810515,0.744943,0.768922,254624,1.19,0.3117
Adult,2,1.0,RF,0.858231,0.826188,0.755260,0.781094,91066,0.40,0.0072
Adult,2,1.0,LinearProbe,0.849631,0.790727,0.798119,0.794291,258,1.00,0.0114
Adult,2,1.0,BitFit,0.849877,0.791148,0.797741,0.794340,898,1.62,0.0107
Adult,2,1.0,SSF,0.847789,0.787986,0.797990,0.792743,2008,4.74,0.0175
Adult,2,1.0,Adapter,0.847297,0.787450,0.796052,0.791570,4240,1.77,0.0121
Adult,2,1.0,LoRA,0.849877,0.791148,0.797741,0.794340,7608,2.64,0.0111
Adult,2,1.0,LFW(ours),0.849877,0.791148,0.797741,0.794340,108,3.37,0.0121
Adult,2,1.0,FFT,0.858477,0.816656,0.770147,0.789041,220290,7.64,0.0114
Adult,3,0.05,ZeroShot,0.856020,0.805779,0.781828,0.792569,0,0.00,0.0125
Adult,3,0.05,VarFilter,0.857125,0.806617,0.785605,0.795162,0,0.00,0.0114
Adult,3,0.05,MIFilter,0.852457,0.798945,0.781471,0.789526,0,0.00,0.0111
Adult,3,0.05,LR,0.831450,0.784360,0.708455,0.733179,109,0.00,0.0001
Adult,3,0.05,SVM,0.831941,0.785647,0.708597,0.733579,18421,0.00,0.0218
Adult,3,0.05,RF,0.833784,0.805574,0.692743,0.722771,6488,0.25,0.0060
Adult,3,0.05,LinearProbe,0.856143,0.805930,0.782088,0.792787,258,0.10,0.0115
Adult,3,0.05,BitFit,0.848894,0.790575,0.790992,0.790783,898,0.27,0.0110
Adult,3,0.05,SSF,0.837469,0.776075,0.820866,0.792755,2008,0.27,0.0177
Adult,3,0.05,Adapter,0.831204,0.765785,0.774562,0.769962,4240,0.34,0.0126
Adult,3,0.05,LoRA,0.848280,0.788463,0.800646,0.794191,7608,0.37,0.0115
Adult,3,0.05,LFW(ours),0.856020,0.805779,0.781828,0.792569,108,0.29,0.0118
Adult,3,0.05,FFT,0.850000,0.792001,0.793152,0.792574,220290,0.71,0.0115
Adult,3,0.1,ZeroShot,0.856020,0.805779,0.781828,0.792569,0,0.00,0.0115
Adult,3,0.1,VarFilter,0.857002,0.807121,0.783549,0.794146,0,0.00,0.0112
Adult,3,0.1,MIFilter,0.854177,0.804538,0.775234,0.788038,0,0.00,0.0110
Adult,3,0.1,LR,0.835381,0.788907,0.718212,0.742307,109,0.00,0.0001
Adult,3,0.1,SVM,0.834152,0.789468,0.712200,0.737457,33790,0.02,0.0406
Adult,3,0.1,RF,0.841032,0.808133,0.715088,0.743840,12456,0.26,0.0074
Adult,3,0.1,LinearProbe,0.855897,0.803777,0.786956,0.794747,258,0.19,0.0111
Adult,3,0.1,BitFit,0.853440,0.799854,0.784629,0.791724,898,0.41,0.0109
Adult,3,0.1,SSF,0.827027,0.767254,0.824266,0.785488,2008,0.36,0.0176
Adult,3,0.1,Adapter,0.849509,0.790346,0.799834,0.794872,4240,0.20,0.0124
Adult,3,0.1,LoRA,0.852580,0.797982,0.785682,0.791490,7608,0.53,0.0124
Adult,3,0.1,LFW(ours),0.850860,0.797439,0.776475,0.785972,108,0.55,0.0114
Adult,3,0.1,FFT,0.855160,0.803038,0.784857,0.793223,220290,0.93,0.0114
Adult,3,0.2,ZeroShot,0.856020,0.805779,0.781828,0.792569,0,0.00,0.0108
Adult,3,0.2,VarFilter,0.856511,0.806186,0.783407,0.793680,0,0.00,0.0115
Adult,3,0.2,MIFilter,0.852334,0.802682,0.770257,0.784193,0,0.00,0.0114
Adult,3,0.2,LR,0.845946,0.800551,0.744524,0.765790,109,0.01,0.0001
Adult,3,0.2,SVM,0.845455,0.802177,0.739713,0.762646,60931,0.05,0.0797
Adult,3,0.2,RF,0.846683,0.806606,0.738003,0.762513,22768,0.27,0.0074
Adult,3,0.2,LinearProbe,0.854914,0.800749,0.791161,0.795750,258,0.53,0.0114
Adult,3,0.2,BitFit,0.856020,0.805779,0.781828,0.792569,898,0.37,0.0117
Adult,3,0.2,SSF,0.852948,0.797139,0.791850,0.794430,2008,0.85,0.0184
Adult,3,0.2,Adapter,0.851229,0.792920,0.800062,0.796370,4240,0.51,0.0134
Adult,3,0.2,LoRA,0.852826,0.801166,0.776864,0.787718,7608,2.35,0.0113
Adult,3,0.2,LFW(ours),0.850983,0.795697,0.783380,0.789192,108,1.95,0.0124
Adult,3,0.2,FFT,0.854300,0.801629,0.784114,0.792195,220290,3.26,0.0115
Adult,3,0.5,ZeroShot,0.856020,0.805779,0.781828,0.792569,0,0.00,0.0108
Adult,3,0.5,VarFilter,0.857371,0.807177,0.785407,0.795276,0,0.00,0.0126
Adult,3,0.5,MIFilter,0.855037,0.805109,0.778311,0.790165,0,0.00,0.0115
Adult,3,0.5,LR,0.849877,0.805450,0.753024,0.773444,109,0.01,0.0001
Adult,3,0.5,SVM,0.853440,0.815426,0.751765,0.775459,142136,0.28,0.1733
Adult,3,0.5,RF,0.856511,0.822582,0.753596,0.778836,51408,0.33,0.0074
Adult,3,0.5,LinearProbe,0.856143,0.805930,0.782088,0.792787,258,0.55,0.0121
Adult,3,0.5,BitFit,0.856143,0.806824,0.779754,0.791724,898,0.92,0.0112
Adult,3,0.5,SSF,0.849877,0.790545,0.803308,0.796531,2008,1.69,0.0175
Adult,3,0.5,Adapter,0.856020,0.805779,0.781828,0.792569,4240,0.59,0.0125
Adult,3,0.5,LoRA,0.856020,0.805779,0.781828,0.792569,7608,1.44,0.0109
Adult,3,0.5,LFW(ours),0.853194,0.809692,0.759865,0.779633,108,3.98,0.0116
Adult,3,0.5,FFT,0.857862,0.811057,0.778365,0.792482,220290,3.95,0.0116
Adult,3,1.0,ZeroShot,0.856020,0.805779,0.781828,0.792569,0,0.00,0.0118
Adult,3,1.0,VarFilter,0.857371,0.807177,0.785407,0.795276,0,0.00,0.0116
Adult,3,1.0,MIFilter,0.849386,0.791752,0.788799,0.790255,0,0.00,0.0110
Adult,3,1.0,LR,0.852580,0.811620,0.754075,0.776071,109,0.03,0.0002
Adult,3,1.0,SVM,0.853440,0.815932,0.751046,0.775060,262908,1.28,0.3227
Adult,3,1.0,RF,0.858108,0.824763,0.756617,0.781738,92786,0.41,0.0073
Adult,3,1.0,LinearProbe,0.856143,0.805930,0.782088,0.792787,258,1.36,0.0197
Adult,3,1.0,BitFit,0.856020,0.805779,0.781828,0.792569,898,2.24,0.0115
Adult,3,1.0,SSF,0.852334,0.795737,0.793603,0.794659,2008,3.78,0.0200
Adult,3,1.0,Adapter,0.854545,0.802570,0.782659,0.791745,4240,1.48,0.0144
Adult,3,1.0,LoRA,0.856020,0.805779,0.781828,0.792569,7608,2.85,0.0147
Adult,3,1.0,LFW(ours),0.856020,0.805779,0.781828,0.792569,108,4.48,0.0146
Adult,3,1.0,FFT,0.854423,0.806352,0.772163,0.786771,220290,20.25,0.0151
Adult,4,0.05,ZeroShot,0.846314,0.785487,0.804388,0.794036,0,0.00,0.0138
Adult,4,0.05,VarFilter,0.846683,0.785950,0.805348,0.794700,0,0.00,0.0146
Adult,4,0.05,MIFilter,0.849386,0.791819,0.788440,0.790103,0,0.00,0.0144
Adult,4,0.05,LR,0.828133,0.798013,0.680424,0.709562,109,0.01,0.0002
Adult,4,0.05,SVM,0.834398,0.806014,0.694402,0.724438,18094,0.00,0.0240
Adult,4,0.05,RF,0.825553,0.800698,0.669755,0.698842,7062,0.29,0.0077
Adult,4,0.05,LinearProbe,0.851106,0.795152,0.786513,0.790661,258,0.18,0.0149
Adult,4,0.05,BitFit,0.850614,0.794170,0.787089,0.790513,898,0.29,0.0140
Adult,4,0.05,SSF,0.851597,0.802210,0.767619,0.782324,2008,0.36,0.0240
Adult,4,0.05,Adapter,0.852211,0.806341,0.761736,0.779840,4240,0.27,0.0157
Adult,4,0.05,LoRA,0.850983,0.794441,0.788767,0.791530,7608,0.44,0.0146
Adult,4,0.05,LFW(ours),0.847543,0.797311,0.758500,0.774582,108,0.90,0.0143
Adult,4,0.05,FFT,0.851229,0.794420,0.790903,0.792633,220290,0.82,0.0138
Adult,4,0.1,ZeroShot,0.846314,0.785487,0.804388,0.794036,0,0.00,0.0148
Adult,4,0.1,VarFilter,0.846560,0.785734,0.807063,0.795246,0,0.00,0.0144
Adult,4,0.1,MIFilter,0.847912,0.788706,0.793222,0.790914,0,0.00,0.0142
Adult,4,0.1,LR,0.835995,0.791513,0.716819,0.741773,109,0.01,0.0004
Adult,4,0.1,SVM,0.839681,0.799038,0.721027,0.746984,31174,0.02,0.0426
Adult,4,0.1,RF,0.832924,0.795860,0.699364,0.727434,12182,0.35,0.0074
Adult,4,0.1,LinearProbe,0.853071,0.801221,0.778102,0.788487,258,0.23,0.0139
Adult,4,0.1,BitFit,0.852580,0.800484,0.777421,0.787779,898,0.49,0.0140
Adult,4,0.1,SSF,0.853808,0.805512,0.771042,0.785741,2008,0.47,0.0232
Adult,4,0.1,Adapter,0.852948,0.805417,0.767067,0.783112,4240,0.22,0.0159
Adult,4,0.1,LoRA,0.852211,0.801946,0.771433,0.784664,7608,0.69,0.0142
Adult,4,0.1,LFW(ours),0.852211,0.800271,0.775923,0.786790,108,0.62,0.0145
Adult,4,0.1,FFT,0.851474,0.799860,0.772926,0.784795,220290,1.46,0.0151
Adult,4,0.2,ZeroShot,0.846314,0.785487,0.804388,0.794036,0,0.00,0.0143
Adult,4,0.2,VarFilter,0.846437,0.785592,0.806264,0.794846,0,0.00,0.0140
Adult,4,0.2,MIFilter,0.847543,0.790356,0.780230,0.785052,0,0.00,0.0146
Adult,4,0.2,LR,0.842506,0.796920,0.735807,0.758225,109,0.01,0.0001
Adult,4,0.2,SVM,0.845209,0.809182,0.728956,0.755880,61149,0.07,0.0832
Adult,4,0.2,RF,0.845946,0.808841,0.732133,0.758399,23368,0.27,0.0060
Adult,4,0.2,LinearProbe,0.852334,0.798064,0.783725,0.790432,258,0.27,0.0105
Adult,4,0.2,BitFit,0.848649,0.789462,0.796218,0.792730,898,0.39,0.0101
Adult,4,0.2,SSF,0.848280,0.791216,0.782149,0.786490,2008,0.62,0.0161
Adult,4,0.2,Adapter,0.851597,0.797341,0.781447,0.788825,4240,0.30,0.0118
Adult,4,0.2,LoRA,0.849877,0.797024,0.771881,0.783039,7608,0.81,0.0114
Adult,4,0.2,LFW(ours),0.853440,0.799959,0.784270,0.791566,108,0.80,0.0109
Adult,4,0.2,FFT,0.851720,0.796178,0.786735,0.791253,220290,1.65,0.0113
Adult,4,0.5,ZeroShot,0.846314,0.785487,0.804388,0.794036,0,0.00,0.0108
Adult,4,0.5,VarFilter,0.846560,0.785758,0.806165,0.794909,0,0.00,0.0115
Adult,4,0.5,MIFilter,0.843243,0.781919,0.791423,0.786443,0,0.00,0.0110
Adult,4,0.5,LR,0.850369,0.804978,0.756040,0.775440,109,0.01,0.0001
Adult,4,0.5,SVM,0.851720,0.813434,0.747945,0.772014,136795,0.29,0.1649
Adult,4,0.5,RF,0.852457,0.811242,0.754174,0.776031,50872,0.30,0.0073
Adult,4,0.5,LinearProbe,0.851966,0.800875,0.772889,0.785166,258,1.06,0.0105
Adult,4,0.5,BitFit,0.846314,0.785487,0.804388,0.794036,898,0.81,0.0109
Adult,4,0.5,SSF,0.846314,0.785487,0.804388,0.794036,2008,1.24,0.0168
Adult,4,0.5,Adapter,0.846314,0.785487,0.804388,0.794036,4240,0.55,0.0115
Adult,4,0.5,LoRA,0.851720,0.798351,0.778834,0.787741,7608,1.74,0.0106
Adult,4,0.5,LFW(ours),0.846314,0.785487,0.804388,0.794036,108,2.18,0.0145
Adult,4,0.5,FFT,0.852580,0.799153,0.781552,0.789661,220290,5.75,0.0149
Adult,4,1.0,ZeroShot,0.846314,0.785487,0.804388,0.794036,0,0.00,0.0139
Adult,4,1.0,VarFilter,0.846560,0.785758,0.806165,0.794909,0,0.00,0.0145
Adult,4,1.0,MIFilter,0.847297,0.787602,0.794615,0.790989,0,0.00,0.0153
Adult,4,1.0,LR,0.849386,0.802794,0.755755,0.774540,109,0.05,0.0002
Adult,4,1.0,SVM,0.853317,0.809743,0.760304,0.779958,260837,1.98,0.4009
Adult,4,1.0,RF,0.857617,0.821498,0.759168,0.782725,91670,0.47,0.0088
Adult,4,1.0,LinearProbe,0.853440,0.798915,0.788041,0.793212,258,2.41,0.0184
Adult,4,1.0,BitFit,0.854054,0.803616,0.776950,0.788742,898,3.98,0.0155
Adult,4,1.0,SSF,0.853440,0.806622,0.766850,0.783391,2008,11.75,0.0240
Adult,4,1.0,Adapter,0.851351,0.794574,0.791163,0.792842,4240,2.71,0.0157
Adult,4,1.0,LoRA,0.852211,0.802602,0.769817,0.783883,7608,3.99,0.0142
Adult,4,1.0,LFW(ours),0.852703,0.804455,0.767984,0.783372,108,4.76,0.0147
Adult,4,1.0,FFT,0.853563,0.801896,0.778963,0.789277,220290,11.14,0.0146
Satimage,0,0.05,ZeroShot,0.869134,0.845138,0.838827,0.841165,0,0.00,0.0076
Satimage,0,0.05,VarFilter,0.833032,0.817510,0.783375,0.795048,0,0.00,0.0053
Satimage,0,0.05,MIFilter,0.829422,0.803178,0.782844,0.785994,0,0.00,0.0045
Satimage,0,0.05,LR,0.812274,0.761530,0.752803,0.751623,222,0.02,0.0002
Satimage,0,0.05,SVM,0.821300,0.782848,0.761262,0.764252,1435,0.01,0.0068
Satimage,0,0.05,RF,0.818592,0.787650,0.762857,0.769122,3730,0.31,0.0345
Satimage,0,0.05,LinearProbe,0.871841,0.848075,0.841539,0.843902,774,0.07,0.0049
Satimage,0,0.05,BitFit,0.869134,0.845138,0.838827,0.841165,390,0.08,0.0053
Satimage,0,0.05,SSF,0.869134,0.845138,0.838827,0.841165,840,0.08,0.0076
Satimage,0,0.05,Adapter,0.869134,0.845138,0.838827,0.841165,4240,0.08,0.0069
Satimage,0,0.05,LoRA,0.869134,0.845138,0.838827,0.841165,3240,0.09,0.0058
Satimage,0,0.05,LFW(ours),0.869134,0.845138,0.838827,0.841165,36,0.16,0.0044
Satimage,0,0.05,FFT,0.880866,0.876047,0.835542,0.845382,43142,0.19,0.0058
Satimage,0,0.1,ZeroShot,0.869134,0.845138,0.838827,0.841165,0,0.00,0.0050
Satimage,0,0.1,VarFilter,0.801444,0.805786,0.724131,0.746690,0,0.00,0.0062
Satimage,0,0.1,MIFilter,0.712094,0.731973,0.744836,0.690205,0,0.00,0.0051
Satimage,0,0.1,LR,0.807762,0.771123,0.745121,0.753045,222,0.01,0.0002
Satimage,0,0.1,SVM,0.810469,0.786497,0.757194,0.764979,2378,0.00,0.0106
Satimage,0,0.1,RF,0.833935,0.817512,0.780564,0.792657,5316,0.32,0.0333
Satimage,0,0.1,LinearProbe,0.871841,0.848075,0.841539,0.843902,774,0.08,0.0061
Satimage,0,0.1,BitFit,0.869134,0.845138,0.838827,0.841165,390,0.08,0.0056
Satimage,0,0.1,SSF,0.869134,0.845138,0.838827,0.841165,840,0.08,0.0088
Satimage,0,0.1,Adapter,0.869134,0.845138,0.838827,0.841165,4240,0.10,0.0079
Satimage,0,0.1,LoRA,0.869134,0.845138,0.838827,0.841165,3240,0.09,0.0053
Satimage,0,0.1,LFW(ours),0.869134,0.845138,0.838827,0.841165,36,0.17,0.0055
Satimage,0,0.1,FFT,0.871841,0.878612,0.815839,0.828717,43142,0.20,0.0040
Satimage,0,0.2,ZeroShot,0.869134,0.845138,0.838827,0.841165,0,0.00,0.0045
Satimage,0,0.2,VarFilter,0.743682,0.715908,0.625770,0.619193,0,0.00,0.0058
Satimage,0,0.2,MIFilter,0.733755,0.736825,0.760295,0.709103,0,0.00,0.0037
Satimage,0,0.2,LR,0.803249,0.774914,0.766220,0.767481,222,0.02,0.0009
Satimage,0,0.2,SVM,0.835740,0.820285,0.800947,0.802457,3895,0.00,0.0179
