dataset,seed,frac,method,acc,precision,recall,f1,n_tuned,train_time_s,infer_ms
Credit-g,3,0.1,LR,0.676000,0.608567,0.589496,0.592809,72,0.21,0.0005
Credit-g,3,0.1,SVM,0.684000,0.342000,0.500000,0.406176,936,0.00,0.0023
Credit-g,3,0.1,RF,0.676000,0.564904,0.517988,0.473684,2188,0.26,0.0998
Credit-g,3,0.1,LinearProbe,0.356000,0.447500,0.461137,0.347216,130,0.13,0.0008
Credit-g,3,0.1,BitFit,0.680000,0.508772,0.500481,0.416501,194,0.07,0.0007
Credit-g,3,0.1,SSF,0.416000,0.481161,0.481161,0.416000,526,0.06,0.0011
Credit-g,3,0.1,Adapter,0.352000,0.442685,0.458213,0.342532,1096,0.10,0.0011
Credit-g,3,0.1,LoRA,0.500000,0.513317,0.515323,0.488803,1828,0.16,0.0008
Credit-g,3,0.1,LFW(ours),0.596000,0.559009,0.565068,0.558343,71,0.19,0.0008
Credit-g,3,0.1,FFT,0.636000,0.580147,0.580687,0.580405,17602,0.25,0.0009
Credit-g,3,0.2,ZeroShot,0.680000,0.508772,0.500481,0.416501,0,0.00,0.0009
Credit-g,3,0.2,VarFilter,0.680000,0.508772,0.500481,0.416501,0,0.00,0.0010
Credit-g,3,0.2,MIFilter,0.708000,0.657544,0.585647,0.582676,0,0.00,0.0009
Credit-g,3,0.2,LR,0.672000,0.595390,0.569546,0.569472,72,0.19,0.0004
Credit-g,3,0.2,SVM,0.684000,0.342000,0.500000,0.406176,2520,0.00,0.0048
Credit-g,3,0.2,RF,0.668000,0.563385,0.529166,0.506552,4150,0.27,0.1005
Credit-g,3,0.2,LinearProbe,0.436000,0.495912,0.495781,0.435774,130,0.14,0.0012
Credit-g,3,0.2,BitFit,0.680000,0.508772,0.500481,0.416501,194,0.06,0.0006
Credit-g,3,0.2,SSF,0.416000,0.481161,0.481161,0.416000,526,0.07,0.0010
Credit-g,3,0.2,Adapter,0.680000,0.508772,0.500481,0.416501,1096,0.06,0.0011
Credit-g,3,0.2,LoRA,0.680000,0.508772,0.500481,0.416501,1828,0.06,0.0007
Credit-g,3,0.2,LFW(ours),0.572000,0.547861,0.554334,0.542977,71,0.22,0.0008
Credit-g,3,0.2,FFT,0.504000,0.528011,0.531868,0.496753,17602,0.17,0.0008
Credit-g,3,0.5,ZeroShot,0.680000,0.508772,0.500481,0.416501,0,0.00,0.0006
Credit-g,3,0.5,VarFilter,0.680000,0.508772,0.500481,0.416501,0,0.00,0.0009
Credit-g,3,0.5,MIFilter,0.676000,0.340726,0.494152,0.403341,0,0.00,0.0009
Credit-g,3,0.5,LR,0.704000,0.649520,0.630395,0.636085,72,0.24,0.0004
Credit-g,3,0.5,SVM,0.684000,0.342000,0.500000,0.406176,5040,0.00,0.0087
Credit-g,3,0.5,RF,0.732000,0.708606,0.613406,0.616977,10158,0.25,0.1001
Credit-g,3,0.5,LinearProbe,0.524000,0.483485,0.481790,0.479631,130,0.14,0.0009
Credit-g,3,0.5,BitFit,0.680000,0.508772,0.500481,0.416501,194,0.07,0.0008
Credit-g,3,0.5,SSF,0.504000,0.495157,0.494411,0.481571,526,0.09,0.0011
Credit-g,3,0.5,Adapter,0.516000,0.481518,0.479347,0.476091,1096,0.09,0.0012
Credit-g,3,0.5,LoRA,0.612000,0.570717,0.576764,0.571335,1828,0.23,0.0011
Credit-g,3,0.5,LFW(ours),0.584000,0.555993,0.563106,0.552834,71,0.20,0.0009
Credit-g,3,0.5,FFT,0.620000,0.559183,0.558776,0.558968,17602,0.25,0.0009
Credit-g,3,1.0,ZeroShot,0.680000,0.508772,0.500481,0.416501,0,0.00,0.0008
Credit-g,3,1.0,VarFilter,0.680000,0.508772,0.500481,0.416501,0,0.00,0.0008
Credit-g,3,1.0,MIFilter,0.676000,0.340726,0.494152,0.403341,0,0.00,0.0009
Credit-g,3,1.0,LR,0.732000,0.692668,0.633837,0.642667,72,0.28,0.0004
Credit-g,3,1.0,SVM,0.684000,0.342000,0.500000,0.406176,9936,0.00,0.0260
Credit-g,3,1.0,RF,0.724000,0.688603,0.607558,0.610390,19804,0.27,0.0975
Credit-g,3,1.0,LinearProbe,0.672000,0.571998,0.532090,0.509147,130,0.09,0.0006
Credit-g,3,1.0,BitFit,0.680000,0.566621,0.510697,0.448367,194,0.12,0.0009
Credit-g,3,1.0,SSF,0.660000,0.547727,0.523318,0.501396,526,0.11,0.0013
Credit-g,3,1.0,Adapter,0.660000,0.547727,0.523318,0.501396,1096,0.07,0.0011
Credit-g,3,1.0,LoRA,0.644000,0.526350,0.515027,0.497459,1828,0.14,0.0010
Credit-g,3,1.0,LFW(ours),0.676000,0.581216,0.535014,0.511754,71,0.15,0.0010
Credit-g,3,1.0,FFT,0.612000,0.555241,0.556333,0.555690,17602,0.28,0.0009
Credit-g,4,0.05,ZeroShot,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0008
Credit-g,4,0.05,VarFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0011
Credit-g,4,0.05,MIFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0011
Credit-g,4,0.05,LR,0.624000,0.526961,0.520838,0.516222,72,0.08,0.0005
Credit-g,4,0.05,SVM,0.648000,0.493584,0.497520,0.458075,432,0.00,0.0015
Credit-g,4,0.05,RF,0.600000,0.441441,0.465838,0.438757,922,0.25,0.1033
Credit-g,4,0.05,LinearProbe,0.376000,0.429911,0.428085,0.375840,130,0.09,0.0010
Credit-g,4,0.05,BitFit,0.684000,0.342000,0.500000,0.406176,194,0.06,0.0009
Credit-g,4,0.05,SSF,0.368000,0.416191,0.412022,0.367352,526,0.06,0.0013
Credit-g,4,0.05,Adapter,0.684000,0.342000,0.500000,0.406176,1096,0.06,0.0011
Credit-g,4,0.05,LoRA,0.428000,0.466165,0.462692,0.424677,1828,0.11,0.0007
Credit-g,4,0.05,LFW(ours),0.308000,0.376577,0.436265,0.282646,71,0.22,0.0010
Credit-g,4,0.05,FFT,0.324000,0.414394,0.458176,0.296993,17602,0.12,0.0007
Credit-g,4,0.1,ZeroShot,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0007
Credit-g,4,0.1,VarFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0011
Credit-g,4,0.1,MIFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0010
Credit-g,4,0.1,LR,0.664000,0.594588,0.580724,0.583333,72,0.15,0.0004
Credit-g,4,0.1,SVM,0.684000,0.342000,0.500000,0.406176,936,0.00,0.0023
Credit-g,4,0.1,RF,0.668000,0.555678,0.522355,0.492553,2078,0.26,0.1020
Credit-g,4,0.1,LinearProbe,0.368000,0.428046,0.429047,0.367960,130,0.10,0.0006
Credit-g,4,0.1,BitFit,0.684000,0.342000,0.500000,0.406176,194,0.06,0.0007
Credit-g,4,0.1,SSF,0.540000,0.477194,0.476460,0.476616,526,0.12,0.0011
Credit-g,4,0.1,Adapter,0.684000,0.342000,0.500000,0.406176,1096,0.06,0.0011
Credit-g,4,0.1,LoRA,0.684000,0.342000,0.500000,0.406176,1828,0.06,0.0007
Credit-g,4,0.1,LFW(ours),0.272000,0.307449,0.382708,0.252874,71,0.23,0.0012
Credit-g,4,0.1,FFT,0.504000,0.457385,0.453549,0.453494,17602,0.17,0.0007
Credit-g,4,0.2,ZeroShot,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0007
Credit-g,4,0.2,VarFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0008
Credit-g,4,0.2,MIFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0008
Credit-g,4,0.2,LR,0.648000,0.599287,0.603079,0.600755,72,0.22,0.0005
Credit-g,4,0.2,SVM,0.604000,0.556944,0.560700,0.557554,1584,0.00,0.0048
Credit-g,4,0.2,RF,0.680000,0.606750,0.575394,0.575588,3956,0.27,0.1029
Credit-g,4,0.2,LinearProbe,0.684000,0.342000,0.500000,0.406176,130,0.07,0.0009
Credit-g,4,0.2,BitFit,0.684000,0.342000,0.500000,0.406176,194,0.06,0.0009
Credit-g,4,0.2,SSF,0.540000,0.434644,0.442409,0.436838,526,0.08,0.0010
Credit-g,4,0.2,Adapter,0.684000,0.342000,0.500000,0.406176,1096,0.06,0.0011
Credit-g,4,0.2,LoRA,0.684000,0.342000,0.500000,0.406176,1828,0.06,0.0011
Credit-g,4,0.2,LFW(ours),0.560000,0.448487,0.457029,0.449516,71,0.20,0.0009
Credit-g,4,0.2,FFT,0.684000,0.342000,0.500000,0.406176,17602,0.15,0.0009
Credit-g,4,0.5,ZeroShot,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0008
Credit-g,4,0.5,VarFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0010
Credit-g,4,0.5,MIFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0011
Credit-g,4,0.5,LR,0.680000,0.617690,0.602635,0.606578,72,0.24,0.0005
Credit-g,4,0.5,SVM,0.684000,0.342000,0.500000,0.406176,4680,0.00,0.0123
Credit-g,4,0.5,RF,0.708000,0.663932,0.575431,0.566003,10150,0.26,0.1021
Credit-g,4,0.5,LinearProbe,0.576000,0.460606,0.468725,0.459669,130,0.11,0.0009
Credit-g,4,0.5,BitFit,0.684000,0.342000,0.500000,0.406176,194,0.06,0.0006
Credit-g,4,0.5,SSF,0.368000,0.416191,0.412022,0.367352,526,0.07,0.0010
Credit-g,4,0.5,Adapter,0.684000,0.342000,0.500000,0.406176,1096,0.06,0.0009
Credit-g,4,0.5,LoRA,0.684000,0.342000,0.500000,0.406176,1828,0.07,0.0009
Credit-g,4,0.5,LFW(ours),0.684000,0.342000,0.500000,0.406176,71,0.12,0.0010
Credit-g,4,0.5,FFT,0.520000,0.484085,0.482271,0.479167,17602,0.39,0.0007
Credit-g,4,1.0,ZeroShot,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0008
Credit-g,4,1.0,VarFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0009
Credit-g,4,1.0,MIFilter,0.684000,0.342000,0.500000,0.406176,0,0.00,0.0010
Credit-g,4,1.0,LR,0.708000,0.655879,0.640129,0.645459,72,0.27,0.0005
Credit-g,4,1.0,SVM,0.684000,0.342000,0.500000,0.406176,9504,0.00,0.0211
Credit-g,4,1.0,RF,0.692000,0.623423,0.563735,0.554181,20102,0.27,0.1017
Credit-g,4,1.0,LinearProbe,0.684000,0.342000,0.500000,0.406176,130,0.06,0.0009
Credit-g,4,1.0,BitFit,0.684000,0.342000,0.500000,0.406176,194,0.07,0.0008
Credit-g,4,1.0,SSF,0.368000,0.416191,0.412022,0.367352,526,0.07,0.0027
Credit-g,4,1.0,Adapter,0.684000,0.342000,0.500000,0.406176,1096,0.07,0.0008
Credit-g,4,1.0,LoRA,0.684000,0.342000,0.500000,0.406176,1828,0.07,0.0009
Credit-g,4,1.0,LFW(ours),0.632000,0.477298,0.489229,0.456727,71,0.22,0.0009
Credit-g,4,1.0,FFT,0.544000,0.479908,0.479384,0.479509,17602,0.23,0.0009
WDBC,0,0.05,ZeroShot,0.965035,0.961364,0.964628,0.962940,0,0.00,0.0006
WDBC,0,0.05,VarFilter,0.923077,0.914385,0.934561,0.920447,0,0.00,0.0012
WDBC,0,0.05,MIFilter,0.965035,0.968457,0.957345,0.962378,0,0.00,0.0013
WDBC,0,0.05,LR,0.923077,0.945000,0.898148,0.914198,31,0.00,0.0008
WDBC,0,0.05,SVM,0.776224,0.867769,0.703704,0.713283,155,0.00,0.0016
WDBC,0,0.05,RF,0.944056,0.947742,0.933208,0.939560,570,0.27,0.1768
WDBC,0,0.05,LinearProbe,0.965035,0.961364,0.964628,0.962940,130,0.06,0.0009
WDBC,0,0.05,BitFit,0.965035,0.961364,0.964628,0.962940,194,0.06,0.0007
WDBC,0,0.05,SSF,0.965035,0.961364,0.964628,0.962940,444,0.06,0.0015
WDBC,0,0.05,Adapter,0.965035,0.961364,0.964628,0.962940,1096,0.06,0.0010
WDBC,0,0.05,LoRA,0.965035,0.961364,0.964628,0.962940,1664,0.06,0.0009
WDBC,0,0.05,LFW(ours),0.965035,0.961364,0.964628,0.962940,30,0.12,0.0007
WDBC,0,0.05,FFT,0.965035,0.961364,0.964628,0.962940,12354,0.14,0.0007
WDBC,0,0.1,ZeroShot,0.965035,0.961364,0.964628,0.962940,0,0.00,0.0007
WDBC,0,0.1,VarFilter,0.937063,0.928773,0.942156,0.934165,0,0.00,0.0011
WDBC,0,0.1,MIFilter,0.979021,0.979455,0.975864,0.977601,0,0.00,0.0014
WDBC,0,0.1,LR,0.958042,0.963118,0.948086,0.954670,31,0.00,0.0008
WDBC,0,0.1,SVM,0.944056,0.940491,0.940491,0.940491,310,0.00,0.0022
WDBC,0,0.1,RF,0.937063,0.934486,0.931232,0.932804,620,0.30,0.2558
WDBC,0,0.1,LinearProbe,0.965035,0.961364,0.964628,0.962940,130,0.07,0.0008
WDBC,0,0.1,BitFit,0.965035,0.961364,0.964628,0.962940,194,0.07,0.0013
WDBC,0,0.1,SSF,0.965035,0.961364,0.964628,0.962940,444,0.08,0.0017
WDBC,0,0.1,Adapter,0.965035,0.961364,0.964628,0.962940,1096,0.07,0.0017
WDBC,0,0.1,LoRA,0.965035,0.961364,0.964628,0.962940,1664,0.08,0.0013
WDBC,0,0.1,LFW(ours),0.965035,0.961364,0.964628,0.962940,30,0.14,0.0010
WDBC,0,0.1,FFT,0.958042,0.952791,0.959010,0.955682,12354,0.16,0.0010
WDBC,0,0.2,ZeroShot,0.965035,0.961364,0.964628,0.962940,0,0.00,0.0008
WDBC,0,0.2,VarFilter,0.965035,0.959098,0.968269,0.963192,0,0.00,0.0011
WDBC,0,0.2,MIFilter,0.944056,0.936511,0.947774,0.941297,0,0.00,0.0010
WDBC,0,0.2,LR,0.944056,0.952741,0.929567,0.939045,31,0.00,0.0008
WDBC,0,0.2,SVM,0.937063,0.947695,0.920308,0.931121,496,0.00,0.0039
WDBC,0,0.2,RF,0.958042,0.963118,0.948086,0.954670,802,0.30,0.2474
WDBC,0,0.2,LinearProbe,0.965035,0.961364,0.964628,0.962940,130,0.07,0.0008
WDBC,0,0.2,BitFit,0.965035,0.961364,0.964628,0.962940,194,0.07,0.0009
WDBC,0,0.2,SSF,0.965035,0.961364,0.964628,0.962940,444,0.08,0.0014
WDBC,0,0.2,Adapter,0.965035,0.961364,0.964628,0.962940,1096,0.07,0.0014
WDBC,0,0.2,LoRA,0.965035,0.961364,0.964628,0.962940,1664,0.07,0.0010
WDBC,0,0.2,LFW(ours),0.965035,0.961364,0.964628,0.962940,30,0.15,0.0011
WDBC,0,0.2,FFT,0.972028,0.970246,0.970246,0.970246,12354,0.17,0.0009
WDBC,0,0.5,ZeroShot,0.965035,0.961364,0.964628,0.962940,0,0.00,0.0011
WDBC,0,0.5,VarFilter,0.916084,0.906928,0.921660,0.912485,0,0.00,0.0010
WDBC,0,0.5,MIFilter,0.979021,0.979455,0.975864,0.977601,0,0.00,0.0011
WDBC,0,0.5,LR,0.965035,0.973404,0.953704,0.962067,31,0.00,0.0011
WDBC,0,0.5,SVM,0.951049,0.957881,0.938826,0.946894,930,0.00,0.0065
WDBC,0,0.5,RF,0.951049,0.943200,0.957033,0.948795,1722,0.30,0.2615
WDBC,0,0.5,LinearProbe,0.965035,0.961364,0.964628,0.962940,130,0.08,0.0009
WDBC,0,0.5,BitFit,0.965035,0.961364,0.964628,0.962940,194,0.08,0.0008
WDBC,0,0.5,SSF,0.965035,0.961364,0.964628,0.962940,444,0.08,0.0012
WDBC,0,0.5,Adapter,0.965035,0.961364,0.964628,0.962940,1096,0.07,0.0014
WDBC,0,0.5,LoRA,0.965035,0.961364,0.964628,0.962940,1664,0.08,0.0015
WDBC,0,0.5,LFW(ours),0.965035,0.961364,0.964628,0.962940,30,0.15,0.0010
WDBC,0,0.5,FFT,0.972028,0.970246,0.970246,0.970246,12354,0.16,0.0008
WDBC,0,1.0,ZeroShot,0.965035,0.961364,0.964628,0.962940,0,0.00,0.0009
WDBC,0,1.0,VarFilter,0.916084,0.908764,0.914378,0.911364,0,0.00,0.0011
WDBC,0,1.0,MIFilter,0.979021,0.979455,0.975864,0.977601,0,0.00,0.0085
WDBC,0,1.0,LR,0.965035,0.973404,0.953704,0.962067,31,0.00,0.0006
WDBC,0,1.0,SVM,0.965035,0.968457,0.957345,0.962378,1302,0.00,0.0089
WDBC,0,1.0,RF,0.951049,0.946591,0.949750,0.948116,1980,0.31,0.2609
WDBC,0,1.0,LinearProbe,0.972028,0.970246,0.970246,0.970246,130,0.12,0.0010
WDBC,0,1.0,BitFit,0.965035,0.961364,0.964628,0.962940,194,0.09,0.0009
WDBC,0,1.0,SSF,0.965035,0.961364,0.964628,0.962940,444,0.09,0.0015
WDBC,0,1.0,Adapter,0.965035,0.961364,0.964628,0.962940,1096,0.07,0.0015
WDBC,0,1.0,LoRA,0.972028,0.970246,0.970246,0.970246,1664,0.10,0.0020
WDBC,0,1.0,LFW(ours),0.965035,0.964465,0.960986,0.962669,30,0.20,0.0008
WDBC,0,1.0,FFT,0.972028,0.970246,0.970246,0.970246,12354,0.31,0.0010
WDBC,1,0.05,ZeroShot,0.895105,0.905442,0.872035,0.884135,0,0.00,0.0009
WDBC,1,0.05,VarFilter,0.839161,0.865120,0.797961,0.814652,0,0.00,0.0012
WDBC,1,0.05,MIFilter,0.888112,0.894666,0.866417,0.876989,0,0.00,0.0011
WDBC,1,0.05,LR,0.874126,0.890028,0.844257,0.858882,31,0.00,0.0006
WDBC,1,0.05,SVM,0.902098,0.901613,0.888577,0.894231,155,0.00,0.0022
WDBC,1,0.05,RF,0.895105,0.919177,0.864752,0.881786,572,0.32,0.1993
WDBC,1,0.05,LinearProbe,0.895105,0.905442,0.872035,0.884135,130,0.08,0.0011
WDBC,1,0.05,BitFit,0.895105,0.905442,0.872035,0.884135,194,0.07,0.0008
WDBC,1,0.05,SSF,0.895105,0.905442,0.872035,0.884135,444,0.08,0.0022
WDBC,1,0.05,Adapter,0.895105,0.905442,0.872035,0.884135,1096,0.07,0.0012
WDBC,1,0.05,LoRA,0.895105,0.905442,0.872035,0.884135,1664,0.08,0.0012
WDBC,1,0.05,LFW(ours),0.895105,0.905442,0.872035,0.884135,30,0.15,0.0010
WDBC,1,0.05,FFT,0.909091,0.921655,0.886912,0.899584,12354,0.16,0.0008
WDBC,1,0.1,ZeroShot,0.895105,0.905442,0.872035,0.884135,0,0.00,0.0011
WDBC,1,0.1,VarFilter,0.881119,0.889229,0.857158,0.868687,0,0.00,0.0012
WDBC,1,0.1,MIFilter,0.846154,0.851010,0.818144,0.829244,0,0.00,0.0012
WDBC,1,0.1,LR,0.916084,0.926714,0.896171,0.907742,31,0.00,0.0008
WDBC,1,0.1,SVM,0.930070,0.932366,0.918331,0.924451,310,0.00,0.0029
WDBC,1,0.1,RF,0.902098,0.923739,0.874012,0.890241,614,0.30,0.2525
WDBC,1,0.1,LinearProbe,0.895105,0.905442,0.872035,0.884135,130,0.07,0.0008
WDBC,1,0.1,BitFit,0.895105,0.905442,0.872035,0.884135,194,0.07,0.0011
WDBC,1,0.1,SSF,0.895105,0.905442,0.872035,0.884135,444,0.07,0.0016
WDBC,1,0.1,Adapter,0.895105,0.905442,0.872035,0.884135,1096,0.08,0.0014
WDBC,1,0.1,LoRA,0.895105,0.905442,0.872035,0.884135,1664,0.07,0.0014
WDBC,1,0.1,LFW(ours),0.895105,0.905442,0.872035,0.884135,30,0.15,0.0012
WDBC,1,0.1,FFT,0.909091,0.916002,0.890553,0.900508,12354,0.17,0.0019
WDBC,1,0.2,ZeroShot,0.895105,0.905442,0.872035,0.884135,0,0.00,0.0009
WDBC,1,0.2,VarFilter,0.825175,0.839744,0.786725,0.800825,0,0.00,0.0010
WDBC,1,0.2,MIFilter,0.895105,0.887500,0.890241,0.888820,0,0.00,0.0010
WDBC,1,0.2,LR,0.930070,0.937061,0.914690,0.923806,31,0.00,0.0009
WDBC,1,0.2,SVM,0.909091,0.921655,0.886912,0.899584,465,0.00,0.0038
WDBC,1,0.2,RF,0.895105,0.911744,0.868394,0.882998,670,0.31,0.2526
WDBC,1,0.2,LinearProbe,0.895105,0.905442,0.872035,0.884135,130,0.07,0.0008
WDBC,1,0.2,BitFit,0.895105,0.905442,0.872035,0.884135,194,0.08,0.0007
WDBC,1,0.2,SSF,0.895105,0.905442,0.872035,0.884135,444,0.07,0.0015
WDBC,1,0.2,Adapter,0.895105,0.905442,0.872035,0.884135,1096,0.07,0.0013
WDBC,1,0.2,LoRA,0.895105,0.905442,0.872035,0.884135,1664,0.08,0.0012
WDBC,1,0.2,LFW(ours),0.895105,0.905442,0.872035,0.884135,30,0.14,0.0008
WDBC,1,0.2,FFT,0.902098,0.905702,0.884935,0.893329,12354,0.17,0.0010
WDBC,1,0.5,ZeroShot,0.895105,0.905442,0.872035,0.884135,0,0.00,0.0007
WDBC,1,0.5,VarFilter,0.888112,0.914684,0.855493,0.873227,0,0.00,0.0011
WDBC,1,0.5,MIFilter,0.895105,0.892263,0.882959,0.887135,0,0.00,0.0010
WDBC,1,0.5,LR,0.930070,0.932366,0.918331,0.924451,31,0.00,0.0008
WDBC,1,0.5,SVM,0.944056,0.947742,0.933208,0.939560,713,0.00,0.0051
WDBC,1,0.5,RF,0.916084,0.921382,0.899813,0.908568,848,0.33,0.2456
WDBC,1,0.5,LinearProbe,0.902098,0.905702,0.884935,0.893329,130,0.13,0.0012
WDBC,1,0.5,BitFit,0.895105,0.905442,0.872035,0.884135,194,0.06,0.0010
WDBC,1,0.5,SSF,0.895105,0.895788,0.879318,0.886201,444,0.12,0.0012
WDBC,1,0.5,Adapter,0.895105,0.905442,0.872035,0.884135,1096,0.07,0.0012
WDBC,1,0.5,LoRA,0.916084,0.913462,0.907095,0.910063,1664,0.15,0.0009
WDBC,1,0.5,LFW(ours),0.930070,0.928571,0.921973,0.925052,30,0.30,0.0008
WDBC,1,0.5,FFT,0.930070,0.928571,0.921973,0.925052,12354,0.17,0.0008
WDBC,1,1.0,ZeroShot,0.895105,0.905442,0.872035,0.884135,0,0.00,0.0008
WDBC,1,1.0,VarFilter,0.860140,0.887970,0.822097,0.839758,0,0.00,0.0015
WDBC,1,1.0,MIFilter,0.818182,0.841641,0.773824,0.789229,0,0.00,0.0010
WDBC,1,1.0,LR,0.944056,0.947742,0.933208,0.939560,31,0.00,0.0008
WDBC,1,1.0,SVM,0.937063,0.942358,0.923949,0.931721,1364,0.00,0.0086
WDBC,1,1.0,RF,0.930070,0.937061,0.914690,0.923806,1920,0.33,0.2568
WDBC,1,1.0,LinearProbe,0.909091,0.911311,0.894195,0.901374,130,0.22,0.0010
WDBC,1,1.0,BitFit,0.895105,0.905442,0.872035,0.884135,194,0.07,0.0009
WDBC,1,1.0,SSF,0.895105,0.905442,0.872035,0.884135,444,0.08,0.0012
WDBC,1,1.0,Adapter,0.895105,0.905442,0.872035,0.884135,1096,0.07,0.0013
WDBC,1,1.0,LoRA,0.923077,0.926835,0.909072,0.916547,1664,0.14,0.0012
WDBC,1,1.0,LFW(ours),0.930070,0.937061,0.914690,0.923806,30,0.18,0.0008
WDBC,1,1.0,FFT,0.937063,0.942358,0.923949,0.931721,12354,0.18,0.0011
WDBC,2,0.05,ZeroShot,0.895105,0.885492,0.897524,0.890276,0,0.00,0.0008
WDBC,2,0.05,VarFilter,0.909091,0.902273,0.905119,0.903644,0,0.00,0.0012
WDBC,2,0.05,MIFilter,0.930070,0.923440,0.929255,0.926136,0,0.00,0.0013
WDBC,2,0.05,LR,0.832168,0.860202,0.788702,0.805442,31,0.01,0.0008
WDBC,2,0.05,SVM,0.888112,0.900253,0.862776,0.875814,155,0.00,0.0023
WDBC,2,0.05,RF,0.902098,0.923739,0.874012,0.890241,570,0.30,0.2213
WDBC,2,0.05,LinearProbe,0.895105,0.885492,0.897524,0.890276,130,0.06,0.0010
WDBC,2,0.05,BitFit,0.895105,0.885492,0.897524,0.890276,194,0.08,0.0009
WDBC,2,0.05,SSF,0.895105,0.885492,0.897524,0.890276,444,0.07,0.0018
WDBC,2,0.05,Adapter,0.895105,0.885492,0.897524,0.890276,1096,0.07,0.0014
WDBC,2,0.05,LoRA,0.895105,0.885492,0.897524,0.890276,1664,0.07,0.0012
WDBC,2,0.05,LFW(ours),0.895105,0.885492,0.897524,0.890276,30,0.14,0.0009
WDBC,2,0.05,FFT,0.909091,0.902273,0.905119,0.903644,12354,0.16,0.0009
WDBC,2,0.1,ZeroShot,0.895105,0.885492,0.897524,0.890276,0,0.00,0.0010
WDBC,2,0.1,VarFilter,0.944056,0.940491,0.940491,0.940491,0,0.00,0.0011
WDBC,2,0.1,MIFilter,0.944056,0.938116,0.944132,0.940909,0,0.00,0.0019
WDBC,2,0.1,LR,0.895105,0.927885,0.861111,0.880495,31,0.00,0.0008
WDBC,2,0.1,SVM,0.944056,0.943681,0.936850,0.940042,310,0.00,0.0021
WDBC,2,0.1,RF,0.895105,0.919177,0.864752,0.881786,618,0.30,0.2515
WDBC,2,0.1,LinearProbe,0.895105,0.885492,0.897524,0.890276,130,0.07,0.0012
WDBC,2,0.1,BitFit,0.895105,0.885492,0.897524,0.890276,194,0.07,0.0009
WDBC,2,0.1,SSF,0.895105,0.885492,0.897524,0.890276,444,0.07,0.0012
WDBC,2,0.1,Adapter,0.895105,0.885492,0.897524,0.890276,1096,0.07,0.0011
WDBC,2,0.1,LoRA,0.895105,0.885492,0.897524,0.890276,1664,0.08,0.0014
WDBC,2,0.1,LFW(ours),0.895105,0.885492,0.897524,0.890276,30,0.15,0.0010
WDBC,2,0.1,FFT,0.930070,0.928571,0.921973,0.925052,12354,0.17,0.0008
WDBC,2,0.2,ZeroShot,0.895105,0.885492,0.897524,0.890276,0,0.00,0.0010
WDBC,2,0.2,VarFilter,0.944056,0.940491,0.940491,0.940491,0,0.00,0.0010
WDBC,2,0.2,MIFilter,0.951049,0.946591,0.949750,0.948116,0,0.00,0.0010
WDBC,2,0.2,LR,0.930070,0.942739,0.911049,0.923118,31,0.00,0.0008
WDBC,2,0.2,SVM,0.944056,0.943681,0.936850,0.940042,496,0.00,0.0039
WDBC,2,0.2,RF,0.881119,0.910256,0.846234,0.864561,708,0.30,0.2530
WDBC,2,0.2,LinearProbe,0.895105,0.885492,0.897524,0.890276,130,0.07,0.0010
WDBC,2,0.2,BitFit,0.895105,0.885492,0.897524,0.890276,194,0.08,0.0008
WDBC,2,0.2,SSF,0.895105,0.885492,0.897524,0.890276,444,0.07,0.0015
WDBC,2,0.2,Adapter,0.895105,0.885492,0.897524,0.890276,1096,0.07,0.0013
WDBC,2,0.2,LoRA,0.895105,0.885492,0.897524,0.890276,1664,0.08,0.0027
WDBC,2,0.2,LFW(ours),0.895105,0.885492,0.897524,0.890276,30,0.15,0.0011
WDBC,2,0.2,FFT,0.916084,0.913462,0.907095,0.910063,12354,0.17,0.0009
WDBC,2,0.5,ZeroShot,0.895105,0.885492,0.897524,0.890276,0,0.00,0.0008
WDBC,2,0.5,VarFilter,0.923077,0.919497,0.916355,0.917872,0,0.00,0.0010
WDBC,2,0.5,MIFilter,0.951049,0.946591,0.949750,0.948116,0,0.00,0.0010
WDBC,2,0.5,LR,0.944056,0.947742,0.933208,0.939560,31,0.00,0.0008
WDBC,2,0.5,SVM,0.958042,0.958791,0.951727,0.955031,806,0.00,0.0037
WDBC,2,0.5,RF,0.937063,0.937980,0.927591,0.932281,1040,0.30,0.2097
WDBC,2,0.5,LinearProbe,0.895105,0.885492,0.897524,0.890276,130,0.07,0.0008
WDBC,2,0.5,BitFit,0.895105,0.885492,0.897524,0.890276,194,0.08,0.0008
WDBC,2,0.5,SSF,0.895105,0.885492,0.897524,0.890276,444,0.08,0.0038
